Date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2005-01-17 00:00:00,22,31.6,26.5,86,57,2.2,3,225,1,N 
2005-01-18 00:00:00,22,31.6,25.9,89,46,2.3,3,180,0,SW
2005-01-19 00:00:00,22,33,25.8,88,6,5.9,8,180,1,N 
2005-01-20 00:00:00,23,31,26.6,88,30,0.5,2,180,0,S 
2005-01-21 00:00:00,24,33,26.9,86,0,6.2,4,90,0,SW
2005-01-22 00:00:00,21,32.8,26.3,84,1,5.2,8,270,1,N 
2005-01-23 00:00:00,22,33.4,27.2,80,6,7.1,4,135,0,N 
2005-01-24 00:00:00,23,32.4,26.2,84,0,3.1,6,270,0,SW
2005-01-25 00:00:00,22,33.2,26.2,83,59,5,5,360,1,N 
2005-01-26 00:00:00,22,34.2,26.7,81,3,7.9,3,180,1,SW
2005-01-27 00:00:00,24,33.2,27.7,81,0,7.2,5,90,0,E 
2005-01-28 00:00:00,23,31.6,26.9,88,8888,2.7,4,225,0,SW
2005-01-29 00:00:00,22,33.2,26.1,86,18,4,6,225,0,SW
2005-01-30 00:00:00,24,32.9,26.6,87,86,5.3,4,225,0,SW
2005-01-31 00:00:00,22,30.6,26.6,87,15,1.8,4,360,0,SW
2005-02-01 00:00:00,22,31,25.5,86,8888,2.9,3,135,1,N 
2005-02-02 00:00:00,23,31.8,27.1,82,9,5.4,3,225,1,N 
2005-02-03 00:00:00,22,32.8,26.9,85,1,4.3,7,180,0,N 
2005-02-04 00:00:00,22,30,26.1,86,1,0,3,225,1,SW
2005-02-05 00:00:00,23,32.2,27.5,84,8888,3.2,3,180,0,SW
2005-02-06 00:00:00,23,33.2,27.2,84,2,5.2,6,180,1,N 
2005-02-07 00:00:00,24,33.2,27.6,84,8888,6.1,2,360,0,SW
2005-02-08 00:00:00,23,33.8,27.4,82,8888,7.2,4,90,0,N 
2005-02-09 00:00:00,23,33,26.5,88,2,4.4,3,360,1,N 
2005-02-10 00:00:00,22,33,26.2,88,5,5,4,90,1,SW
2005-02-11 00:00:00,23,33.6,26.7,80,12,7,4,360,0,N 
2005-02-12 00:00:00,23,31.6,27,82,8888,5.4,4,45,0,W 
2005-02-13 00:00:00,23,31.8,25.9,91,28,2.3,5,90,1,SW
2005-02-14 00:00:00,22,33.2,26.6,88,1,2.9,4,225,0,N 
2005-02-15 00:00:00,23,31.8,26.9,86,29,5.3,4,225,0,N 
2005-02-16 00:00:00,23,32.4,27.3,83,17,5.9,5,360,0,N 
2005-02-17 00:00:00,22,31,26.8,87,6,3.8,4,360,2,N 
2005-02-18 00:00:00,23,33.1,27,85,4,6.8,3,360,0,N 
2005-02-19 00:00:00,23,33.2,27,86,5,8,5,360,0,N 
2005-02-20 00:00:00,22,31.6,27.2,86,17,6.1,4,90,0,N 
2005-02-21 00:00:00,23,33.2,26.4,84,8888,4.9,4,360,1,SW
2005-02-22 00:00:00,23,32.4,26.6,85,4,3.2,3,360,0,N 
2005-02-23 00:00:00,23,33.8,27.4,84,1,5.3,3,360,1,N 
2005-02-24 00:00:00,23,33.8,27.1,85,2,3.1,3,360,0,N 
2005-02-25 00:00:00,23,33.6,27.7,82,2,6.7,4,360,0,SW
2005-02-26 00:00:00,23,35,27.3,83,2,6.7,3,360,1,N 
2005-02-27 00:00:00,23,34.4,28.1,82,6,7,6,360,1,N 
2005-02-28 00:00:00,23,33,27.1,84,3,5.8,3,360,0,N 
2005-03-01 00:00:00,23,31.4,25.9,88,8888,1.2,5,225,0,N 
2005-03-02 00:00:00,22,31.3,26.7,83,2,0.1,3,360,0,E 
2005-03-03 00:00:00,23,33.8,27.7,82,4,7.3,5,360,0,SW
2005-03-04 00:00:00,22,33.4,26.6,84,2,5.8,5,360,0,SW
2005-03-05 00:00:00,21,33.6,26.5,84,10,5.9,10,45,1,N 
2005-03-06 00:00:00,21,33.8,27.6,79,31,7.9,3,225,1,SW
2005-03-07 00:00:00,22,33.8,27.2,77,0,7.4,4,225,1,N 
2005-03-08 00:00:00,22,34.2,27.4,80,0,7.3,4,135,2,SW
2005-03-09 00:00:00,23,33.4,27.1,80,8888,6.2,5,225,1,SW
2005-03-10 00:00:00,22,33.7,27.5,82,9,7.4,8,360,0,N 
2005-03-11 00:00:00,24,33.2,27.6,84,65,7.8,4,135,1,SW
2005-03-12 00:00:00,23,34,28.6,79,8888,8,5,90,0,N 
2005-03-13 00:00:00,23,34.4,27.9,80,0,7,3,135,0,N 
2005-03-14 00:00:00,21,34,26.8,83,8888,6.5,10,270,0,N 
2005-03-15 00:00:00,22,33,26.6,82,49,7.4,3,270,0,SW
2005-03-16 00:00:00,23,33.6,27.8,80,8888,6.8,7,90,0,N 
2005-03-17 00:00:00,24,33.4,28,80,0,6,3,135,0,S 
2005-03-18 00:00:00,24,34.3,28.6,70,8888,7.9,6,135,1,N 
2005-03-19 00:00:00,23,32.2,27.5,84,8888,2.2,14,225,0,S 
2005-03-20 00:00:00,24,33.6,27.6,84,6,6.3,8,90,1,N 
2005-03-21 00:00:00,23,30.2,26.9,88,1,0,5,180,1,N 
2005-03-22 00:00:00,23,33.6,27.1,86,3,4.4,4,135,1,N 
2005-03-23 00:00:00,24,33,27.3,82,6,4.6,6,135,0,SW
2005-03-24 00:00:00,23,33.6,27.2,83,8888,6.5,8,90,0,N 
2005-03-25 00:00:00,23,31.6,26,89,83,2.3,5,180,0,N 
2005-03-26 00:00:00,23,33,27.3,81,37,4.1,5,360,0,N 
2005-03-27 00:00:00,23,33.2,26.8,86,18,4.2,4,360,0,N 
2005-03-28 00:00:00,23,32.8,27.7,85,5,7,6,360,0,N 
2005-03-29 00:00:00,23,31.6,27.2,87,18,3.5,5,135,2,N 
2005-03-30 00:00:00,23,31,26.4,91,3,2.2,6,180,0,N 
2005-03-31 00:00:00,23,33.2,26.8,87,34,5,5,360,0,S 
2005-04-01 00:00:00,23,32,26.6,89,42,3.5,10,360,0,SW
2005-04-02 00:00:00,22,30.8,26.3,92,28,0,5,360,1,SW
2005-04-03 00:00:00,22,31.6,26.3,86,207,3.9,3,360,0,N 
2005-04-04 00:00:00,22,31.2,26.2,88,5,2.3,4,225,0,SW
2005-04-05 00:00:00,22,31.2,27.1,87,24,4.8,3,360,0,N 
2005-04-06 00:00:00,22,29.8,25.2,93,20,0.6,3,360,0,N 
2005-04-07 00:00:00,22,31.6,26.7,87,34,4.4,3,225,2,SW
2005-04-08 00:00:00,22,30.6,26.1,88,0,0.1,3,360,0,N 
2005-04-09 00:00:00,23,32.2,26.8,82,2,7.5,2,180,0,N 
2005-04-10 00:00:00,22,31.3,26.6,84,0,3.4,7,360,0,S 
2005-04-11 00:00:00,22,29.2,25.6,88,2,0,2,180,0,SE
2005-04-12 00:00:00,23,32.4,27.6,77,8888,6,2,180,0,N 
2005-04-13 00:00:00,23,31.4,26.8,82,0,0.5,2,45,0,SW
2005-04-14 00:00:00,23,31.2,26.8,88,1,1.4,2,270,0,N 
2005-04-15 00:00:00,21,31,25.8,90,5,4.3,4,90,0,N 
2005-04-16 00:00:00,22,31.8,26.1,87,19,5.7,3,180,2,N 
2005-04-17 00:00:00,23,32,25.7,83,3,4.6,2,180,1,NE
2005-04-18 00:00:00,22,29.4,25.9,91,8888,1.3,2,135,0,N 
2005-04-19 00:00:00,23,32.5,25.7,86,20,6.2,4,90,1,N 
2005-04-20 00:00:00,22,31,26.4,86,20,3,5,360,1,N 
2005-04-21 00:00:00,23,31.2,26.5,86,23,3.9,3,360,0,N 
2005-04-22 00:00:00,24,32.2,26.8,80,0,4.6,3,360,0,NE
2005-04-23 00:00:00,21,28.2,24.8,93,3,0.1,3,180,1,N 
2005-04-24 00:00:00,22,33,26.9,79,3,7.5,2,360,1,N 
2005-04-25 00:00:00,24,32.8,27.6,78,0,5.8,3,360,0,N 
2005-04-26 00:00:00,23,31.4,27.4,86,5,3,3,180,0,SW
2005-04-27 00:00:00,23,33.6,27.9,84,6,8,7,45,1,NE
2005-04-28 00:00:00,23,34.3,26.9,83,4,7.8,5,180,0,W 
2005-04-29 00:00:00,23,33.8,27.7,85,38,7.3,5,360,1,N 
2005-04-30 00:00:00,24,33.2,27.9,84,3,7,3,225,0,SW
2005-05-01 00:00:00,24,32.3,28.2,86,6,5,2,360,0,N 
2005-05-02 00:00:00,24,32.8,27.7,79,8,4.2,3,45,0,SW
2005-05-03 00:00:00,24,30.4,26.9,91,15,1.4,5,45,0,W 
2005-05-04 00:00:00,23,30.3,26.7,91,23,3,3,360,1,NE
2005-05-05 00:00:00,24,32.6,27.1,86,21,5.5,4,45,0,NE
2005-05-06 00:00:00,23,32.3,27.9,86,12,5.8,3,90,0,N 
2005-05-07 00:00:00,23,29.8,26.7,89,61,0.4,3,180,0,N 
2005-05-08 00:00:00,24,30.4,26.1,88,8888,2.2,4,180,0,N 
2005-05-09 00:00:00,22,28.5,25.6,93,8888,0.1,3,360,0,N 
2005-05-10 00:00:00,22,32.4,26.1,89,26,5.4,4,225,0,SW
2005-05-11 00:00:00,23,30.4,24.7,91,32,2.8,3,360,0,N 
2005-05-12 00:00:00,21,29.6,24.9,93,3,1.8,4,135,1,N 
2005-05-13 00:00:00,22,31.2,25.5,89,29,4.3,3,360,0,N 
2005-05-14 00:00:00,23,31.8,25.9,88,2,5.7,5,135,1,N 
2005-05-15 00:00:00,23,30.4,26.6,90,21,1.6,2,135,0,N 
2005-05-16 00:00:00,20,29.1,25.2,89,8888,1.9,4,360,2,N 
2005-05-17 00:00:00,20,31.4,25.2,78,0,5.6,3,225,1,N 
2005-05-18 00:00:00,22,29,25.4,88,7,1.5,3,0,1,N 
2005-05-19 00:00:00,23,31,26.5,82,8888,5,3,180,0,W 
2005-05-20 00:00:00,23,32.2,26.1,88,0,3.8,7,135,0,SW
2005-05-21 00:00:00,23,33,27.7,82,63,6.4,3,360,1,N 
2005-05-22 00:00:00,23,30.6,26.6,87,3,1.6,2,360,0,N 
2005-05-23 00:00:00,22,30,25.4,91,8888,1.8,5,180,1,N 
2005-05-24 00:00:00,23,32.4,27.1,81,7,7.1,3,90,0,W 
2005-05-25 00:00:00,23,31.3,26.8,86,43,0,3,360,0,S 
2005-05-26 00:00:00,23,30,25.9,90,16,0,4,270,0,N 
2005-05-27 00:00:00,23,31.2,26.2,84,8,0,5,225,0,N 
2005-05-28 00:00:00,23,31,25.9,87,1,0,4,360,1,N 
2005-05-29 00:00:00,22,30.1,25.9,88,86,0,4,360,1,N 
2005-05-30 00:00:00,23,27.8,25.2,89,8,0,3,45,0,N 
2005-05-31 00:00:00,23,29,25.1,93,1,0,3,360,0,N 
2005-06-01 00:00:00,23,30.6,25.8,91,17,0,3,360,1,SW
2005-06-02 00:00:00,23,30.4,26,89,49,0,4,135,1,N 
2005-06-03 00:00:00,23,31.6,26.1,91,10,2.2,4,270,1,N 
2005-06-04 00:00:00,23,32.4,27.1,84,44,4.9,2,270,1,S 
2005-06-05 00:00:00,24,32.7,28,82,8888,6.2,3,270,1,N 
2005-06-06 00:00:00,22,32.2,27.9,81,1,6.2,2,225,1,SW
2005-06-07 00:00:00,23,32.8,27.8,80,0,8,3,180,1,N 
2005-06-08 00:00:00,23,32.2,26.8,85,5,5.8,10,90,1,N 
2005-06-09 00:00:00,23,31.6,27.1,81,28,4.4,3,180,1,N 
2005-06-10 00:00:00,23,32.6,26.6,85,2,4,4,135,1,N 
2005-06-11 00:00:00,23,32.6,27.6,82,8888,7.2,3,360,1,W 
2005-06-12 00:00:00,22,31.8,26.4,87,43,6.6,4,45,2,N 
2005-06-13 00:00:00,23,32.2,27.1,80,8888,6.5,4,225,1,N 
2005-06-14 00:00:00,22,30.6,26.5,84,0,2.1,4,270,1,SW
2005-06-15 00:00:00,22,29.6,26.1,81,2,0,3,360,1,N 
2005-06-16 00:00:00,22,32.2,26.9,81,0,6.3,4,360,2,N 
2005-06-17 00:00:00,22,32,26.9,83,8888,3.4,6,135,2,N 
2005-06-18 00:00:00,22,32.7,27.2,80,0,6.3,4,135,2,S 
2005-06-19 00:00:00,23,32.8,26.9,83,11,7.2,2,270,1,N 
2005-06-20 00:00:00,23,30.8,27.2,87,10,1.1,3,135,1,NE
2005-06-21 00:00:00,23,32.5,27.2,86,7,5.4,6,90,2,SW
2005-06-22 00:00:00,23,33,27.6,86,26,6,3,180,1,NE
2005-06-23 00:00:00,22,32.4,26.6,83,10,7.6,6,45,2,N 
2005-06-24 00:00:00,22,32.8,26.7,82,3,8,3,45,1,SW
2005-06-25 00:00:00,21,28,25.5,90,46,0,3,90,1,N 
2005-06-26 00:00:00,22,32.4,27,76,8888,7.8,3,270,1,W 
2005-06-27 00:00:00,23,31.6,26.5,82,0,7.5,4,360,2,N 
2005-06-28 00:00:00,23,31.6,26.8,81,8888,7,3,135,1,SW
2005-06-29 00:00:00,23,32.2,27.4,77,0,5.9,3,180,1,N 
2005-06-30 00:00:00,21,31.5,26.8,84,1,7,3,180,1,N 
2005-07-01 00:00:00,22,31.2,26.3,79,0,6.2,7,45,2,N 
2005-07-02 00:00:00,22,30.4,25.6,80,1,3.1,3,135,1,N 
2005-07-03 00:00:00,23,31.4,25.7,86,10,3.9,3,180,1,N 
2005-07-04 00:00:00,22,31.4,26.3,87,15,7.1,4,225,2,S 
2005-07-05 00:00:00,22,31.2,26.1,84,6,7.9,4,180,2,N 
2005-07-06 00:00:00,23,31.1,26.2,83,1,,2,135,1,N 
2005-07-07 00:00:00,23,30.8,26.3,87,8888,3,4,270,1,N 
2005-07-08 00:00:00,22,31.4,26.7,88,35,7.9,9,360,2,N 
2005-07-09 00:00:00,22,31.4,26.1,84,8,7.4,6,360,1,N 
2005-07-10 00:00:00,22,32.8,26.6,81,49,5.9,5,360,2,N 
2005-07-11 00:00:00,24,32.8,27,82,14,7.1,4,135,1,N 
2005-07-12 00:00:00,22,31.6,27.3,86,8888,5.7,6,45,2,SW
2005-07-13 00:00:00,23,30.9,26.4,86,81,3.6,2,135,1,N 
2005-07-14 00:00:00,23,30.2,26.6,84,8888,6.5,4,360,2,N 
2005-07-15 00:00:00,22,30.4,26.2,86,3,5.4,4,90,2,N 
2005-07-16 00:00:00,22,29.8,25.5,88,70,4.7,4,180,2,N 
2005-07-17 00:00:00,21,31.6,26.4,80,4,8,3,225,1,N 
2005-07-18 00:00:00,21,30,25.4,88,8888,3.6,6,135,2,N 
2005-07-19 00:00:00,20,30.6,25.4,77,7,3.6,2,225,1,N 
2005-07-20 00:00:00,21,30,24.6,82,0,2.5,3,225,2,S 
2005-07-21 00:00:00,22,31.5,26,83,1,5,2,360,1,N 
2005-07-22 00:00:00,22,28.2,25.6,85,0,0.1,3,360,1,N 
2005-07-23 00:00:00,21,27,24.9,86,8888,0,3,135,2,N 
2005-07-24 00:00:00,21,28.9,24.5,82,0,1.4,4,45,2,N 
2005-07-25 00:00:00,22,29,24.6,87,0,0.6,3,360,2,N 
2005-07-26 00:00:00,22,30,25.3,86,6,3.6,2,180,1,N 
2005-07-27 00:00:00,23,30.8,25.9,85,3,3.4,2,225,1,N 
2005-07-28 00:00:00,23,31,26.3,86,8888,4.5,3,360,2,N 
2005-07-29 00:00:00,23,30.4,26.1,86,2,3.4,2,225,1,N 
2005-07-30 00:00:00,23,31,26.3,86,8888,3.8,4,180,2,N 
2005-07-31 00:00:00,21,31.2,26.5,84,2,4.3,4,180,2,N 
2005-08-01 00:00:00,22,31,25.5,87,6,5,4,180,1,N 
2005-08-02 00:00:00,23,31.8,26.7,83,8888,6.1,4,180,1,N 
2005-08-03 00:00:00,22,31.8,26.2,88,8888,5.9,3,135,2,N 
2005-08-04 00:00:00,22,30.8,26,86,16,4.3,3,0,2,N 
2005-08-05 00:00:00,22,30.6,25.5,87,8888,4,5,360,2,N 
2005-08-06 00:00:00,23,29.2,25.5,92,15,2.3,3,360,2,N 
2005-08-07 00:00:00,23,29.8,26.1,82,2,2.4,3,225,2,N 
2005-08-08 00:00:00,23,29.2,25.7,89,12,2.6,4,90,2,N 
2005-08-09 00:00:00,23,31.6,27.4,82,2,6,4,135,2,SW
2005-08-10 00:00:00,23,31,26.5,89,7,5.6,4,135,1,N 
2005-08-11 00:00:00,22,30.4,26.6,85,5,5.3,4,180,2,SW
2005-08-12 00:00:00,23,32.8,27.3,77,8888,7.6,3,180,1,N 
2005-08-13 00:00:00,23,32.1,26.6,78,0,6.2,4,180,2,N 
2005-08-14 00:00:00,23,31.2,26.7,78,0,4.1,4,90,1,N 
2005-08-15 00:00:00,23,32,26.5,82,8888,6.1,5,45,2,NE
2005-08-16 00:00:00,23,31.8,26.9,85,9,6.6,3,135,1,SW
2005-08-17 00:00:00,23,32.4,27.4,78,0,7.4,4,225,1,N 
2005-08-18 00:00:00,23,32.2,27.2,74,0,7.4,3,180,1,N 
2005-08-19 00:00:00,22,30.2,25.8,86,10,3.4,3,90,1,N 
2005-08-20 00:00:00,23,31.4,26.4,79,8888,4.4,3,360,2,SW
2005-08-21 00:00:00,23,31.6,26.5,82,8,4.6,5,360,2,N 
2005-08-22 00:00:00,21,30.8,26.3,82,2,2.4,3,225,2,N 
2005-08-23 00:00:00,22,30.6,24.7,80,0,4.7,4,225,1,N 
2005-08-24 00:00:00,23,31.2,26.4,78,1,5.2,3,135,1,N 
2005-08-25 00:00:00,21,29.4,25.8,86,0,0,3,360,2,N 
2005-08-26 00:00:00,23,32,26.5,72,0,7.3,2,360,1,N 
2005-08-27 00:00:00,23,32.2,26.8,81,8888,4.2,3,360,2,N 
2005-08-28 00:00:00,23,30.2,25.3,89,1,3.9,4,90,1,W 
2005-08-29 00:00:00,22,30.6,26.1,86,17,3.5,3,180,1,N 
2005-08-30 00:00:00,22,31.6,25.8,80,8888,5.4,4,360,2,NE
2005-08-31 00:00:00,23,30.4,26.4,84,19,2.6,4,90,0,N 
2005-09-01 00:00:00,23,32,27.2,84,8888,5.7,5,135,1,N 
2005-09-02 00:00:00,23,31.8,27.4,84,51,7,4,180,2,NE
2005-09-03 00:00:00,23,31,26.7,78,0,4.6,5,360,2,N 
2005-09-04 00:00:00,23,31.2,26.9,75,0,5,3,180,1,E 
2005-09-05 00:00:00,23,31.3,27,84,8888,4,6,135,1,N 
2005-09-06 00:00:00,23,33,27.2,80,7,7.9,3,135,2,SE
2005-09-07 00:00:00,21,33,27.2,79,0,7.4,7,360,2,N 
2005-09-08 00:00:00,20,32,26.3,72,0,7.8,6,225,1,N 
2005-09-09 00:00:00,21,32,25.7,72,0,7.8,6,135,1,N 
2005-09-10 00:00:00,23,31.6,27.3,76,26,6.7,5,135,2,N 
2005-09-11 00:00:00,23,30,26.2,84,8888,3.8,7,90,1,N 
2005-09-12 00:00:00,24,31.6,26.7,83,0,5.1,6,135,1,SE
2005-09-13 00:00:00,21,27.2,24.9,91,6,0,3,45,1,N 
2005-09-14 00:00:00,21,32.4,26.2,79,0,8,6,180,1,N 
2005-09-15 00:00:00,23,32.8,27.3,77,3,8,7,360,2,S 
2005-09-16 00:00:00,22,34,27.6,73,0,7.7,6,360,2,N 
2005-09-17 00:00:00,22,32.4,27.4,70,0,8,6,225,2,N 
2005-09-18 00:00:00,22,32.6,27.3,74,0,8,6,180,1,N 
2005-09-19 00:00:00,24,32.8,27.3,74,0,7.3,7,225,1,N 
2005-09-20 00:00:00,23,32.8,28.1,75,0,7.5,9,360,1,N 
2005-09-21 00:00:00,23,33.2,27.4,74,0,7.8,8,135,1,N 
2005-09-22 00:00:00,24,33.6,27.7,76,0,8,8,180,1,N 
2005-09-23 00:00:00,23,32.2,27.6,80,0,3.7,8,180,2,N 
2005-09-24 00:00:00,23,32.4,26.9,81,8888,3.7,6,135,1,SW
2005-09-25 00:00:00,23,32.8,27.2,80,3,6.6,13,45,2,SW
2005-09-26 00:00:00,22,31.6,27.1,79,77,5.4,8,45,2,N 
2005-09-27 00:00:00,22,32.8,27.4,73,0,8,6,360,2,SW
2005-09-28 00:00:00,23,33.2,27.4,72,0,7,7,90,2,N 
2005-09-29 00:00:00,23,32.4,27.4,84,13,5.6,6,270,1,N 
2005-09-30 00:00:00,22,32.6,27.3,79,8888,6.7,7,180,2,N 
2005-10-01 00:00:00,22,32.6,27.1,70,0,6.7,6,225,1,SW
2005-10-02 00:00:00,24,32.8,27.1,76,0,5.4,6,180,1,N 
2005-10-03 00:00:00,22,32.4,27.5,82,0,5.2,7,180,2,N 
2005-10-04 00:00:00,23,34.6,27.4,74,8888,7.4,7,180,2,N 
2005-10-05 00:00:00,22,33,28,77,8888,4.6,6,360,1,N 
2005-10-06 00:00:00,23,34.2,27.4,72,9,8,6,135,1,N 
2005-10-07 00:00:00,22,33.6,27.8,72,0,7.5,6,180,1,N 
2005-10-08 00:00:00,22,34,27.6,74,0,8,6,135,1,N 
2005-10-09 00:00:00,24,34.4,28.2,71,0,8,7,135,1,SE
2005-10-10 00:00:00,23,33.1,28.3,76,8,5.7,6,135,1,N 
2005-10-11 00:00:00,24,34.8,28.6,74,8888,7,8,90,2,N 
2005-10-12 00:00:00,24,34,27.9,85,19,7.7,6,135,1,N 
2005-10-13 00:00:00,24,34,28.1,78,0,6.7,7,135,2,SW
2005-10-14 00:00:00,24,33.8,27.7,79,2,7.3,8,180,0,NE
2005-10-15 00:00:00,23,33.9,26.5,86,8888,3.5,9,360,2,N 
2005-10-16 00:00:00,23,32.8,26.8,84,44,7.5,5,135,2,N 
2005-10-17 00:00:00,23,31.6,26.1,86,21,1.8,8,360,1,N 
2005-10-18 00:00:00,23,32,26.2,86,1,4.3,6,360,1,E 
2005-10-19 00:00:00,24,31.8,26.2,88,65,4.6,6,225,1,N 
2005-10-20 00:00:00,24,33.2,27.9,78,0,6.8,6,360,2,N 
2005-10-21 00:00:00,22,31.4,25.8,89,5,3.2,7,225,2,SW
2005-10-22 00:00:00,23,33.4,26.7,86,38,6.4,5,90,1,N 
2005-10-23 00:00:00,23,32.4,26.7,84,9,4.4,8,225,2,N 
2005-10-24 00:00:00,24,34.4,28.2,81,1,8,7,135,1,SW
2005-10-25 00:00:00,23,31.2,27.8,78,0,2.4,4,90,1,N 
2005-10-26 00:00:00,24,33.6,27.8,76,8888,7.7,5,90,2,N 
2005-10-27 00:00:00,23,33.2,28.3,78,7,8,6,135,2,N 
2005-10-28 00:00:00,24,33.6,28.2,78,0,7.9,6,180,2,N 
2005-10-29 00:00:00,24,33.8,28.1,78,0,7.1,6,180,1,SE
2005-10-30 00:00:00,24,32.2,26.6,86,35,3.7,6,360,2,N 
2005-10-31 00:00:00,24,33.4,28.1,80,8888,7.5,5,135,2,N 
2005-11-01 00:00:00,23,33.4,27.8,79,0,6.7,6,180,2,N 
2005-11-02 00:00:00,23,32.8,26.8,81,2,4.8,4,360,2,N 
2005-11-03 00:00:00,22,34,28.1,73,3,7.5,6,180,1,N 
2005-11-04 00:00:00,23,34.2,27.8,68,0,8,3,180,1,N 
2005-11-05 00:00:00,23,33.8,27.7,76,0,6.2,6,360,2,N 
2005-11-06 00:00:00,23,33.4,27.4,80,1,4.6,3,360,1,N 
2005-11-07 00:00:00,24,33.5,27.2,77,2,7.4,5,180,1,SE
2005-11-08 00:00:00,24,33.2,27.7,82,0,4.5,4,360,2,N 
2005-11-09 00:00:00,23,33.4,27.2,80,8888,5.8,7,360,2,N 
2005-11-10 00:00:00,23,32.2,27.2,82,3,6,3,225,2,N 
2005-11-11 00:00:00,24,32.6,26.8,81,2,4.7,4,180,1,N 
2005-11-12 00:00:00,23,32.3,27.6,80,8888,4.2,5,360,2,SE
2005-11-13 00:00:00,24,33.5,27.2,82,18,8,10,360,1,SW
2005-11-14 00:00:00,22,30.6,26.4,88,2,2.6,6,180,2,N 
2005-11-15 00:00:00,23,33.2,27.2,80,11,6.6,5,135,1,N 
2005-11-16 00:00:00,24,33.6,28.3,76,0,7.7,4,360,1,N 
2005-11-17 00:00:00,24,34.2,27.6,82,0,6.5,3,360,1,N 
2005-11-18 00:00:00,23,30.2,27,88,33,0.2,7,225,1,N 
2005-11-19 00:00:00,24,32.1,26.9,85,3,5,4,90,1,N 
2005-11-20 00:00:00,24,32,26.7,87,8888,5.8,4,180,1,N 
2005-11-21 00:00:00,23,30.6,25.5,92,19,3.4,6,180,1,N 
2005-11-22 00:00:00,24,32.2,26.3,84,7,5.8,5,180,2,S 
2005-11-23 00:00:00,24,32.2,26.8,85,9,4.2,3,135,1,N 
2005-11-24 00:00:00,24,32.7,27.4,83,8,7.6,4,360,2,N 
2005-11-25 00:00:00,23,32.6,26.9,84,0,5.3,4,180,2,N 
2005-11-26 00:00:00,23,32.6,26,84,24,3.4,8,270,2,SW
2005-11-27 00:00:00,23,32.2,26.5,83,106,5.8,6,135,1,N 
2005-11-28 00:00:00,23,33,27.3,80,8,8,4,90,2,N 
2005-11-29 00:00:00,23,32.3,26.5,82,4,6.1,2,180,1,N 
2005-11-30 00:00:00,23,32.8,26,86,3,6.3,8,360,2,N 
2005-12-01 00:00:00,22,33.2,26.4,86,53,7,4,270,2,N 
2005-12-02 00:00:00,23,32.6,26.9,79,14,5.4,3,360,1,N 
2005-12-03 00:00:00,24,32.6,27.4,82,20,5.3,3,180,1,S 
2005-12-04 00:00:00,23,32.2,26.5,84,1,5.8,8,360,2,N 
2005-12-05 00:00:00,23,31.8,27,84,58,3,3,180,2,N 
2005-12-06 00:00:00,24,32.6,26.7,78,8888,5.8,4,360,1,N 
2005-12-07 00:00:00,23,31.8,26.4,86,8888,2.8,3,360,0,S 
2005-12-08 00:00:00,24,31.4,26.9,84,9,5,3,180,1,N 
2005-12-09 00:00:00,24,32.2,27.5,82,0,3.7,3,135,1,N 
2005-12-10 00:00:00,24,32.2,26.7,82,0,5.9,3,135,1,S 
2005-12-11 00:00:00,24,32.6,26.6,88,5,6.4,5,45,2,N 
2005-12-12 00:00:00,24,32.4,26.1,89,51,6.1,4,135,1,S 
2005-12-13 00:00:00,23,32.4,26,88,33,5.8,4,225,1,N 
2005-12-14 00:00:00,23,32.2,26.3,85,134,7.5,6,45,2,N 
2005-12-15 00:00:00,23,32.2,25.9,85,83,5.6,5,360,1,N 
2005-12-16 00:00:00,24,32.4,27.1,84,92,6.2,3,180,1,N 
2005-12-17 00:00:00,24,32.6,27.2,83,0,1.3,3,360,1,N 
2005-12-18 00:00:00,23,33,27,84,8888,5.5,5,360,2,N 
2005-12-19 00:00:00,25,33.4,27.7,83,7,6,3,180,2,N 
2005-12-20 00:00:00,23,32.4,27,86,8888,3,6,225,1,N 
2005-12-21 00:00:00,24,31,25.9,87,5,1.9,4,45,1,N 
2005-12-22 00:00:00,23,32.6,26.4,83,8888,5,5,360,2,N 
2005-12-23 00:00:00,24,32.6,26.3,84,38,5.1,4,90,1,N 
2005-12-24 00:00:00,23,31,25.9,90,12,3,4,360,1,N 
2005-12-25 00:00:00,23,31.5,26.2,85,32,3.7,3,360,1,N 
2005-12-26 00:00:00,25,33,27.3,83,0,5.7,4,360,1,N 
2005-12-27 00:00:00,24,30.4,27,87,0,0,2,360,0,N 
2005-12-28 00:00:00,24,33,26.7,85,2,5.4,5,225,2,SW
2005-12-29 00:00:00,24,30.8,26.5,87,9,1,4,180,1,N 
2005-12-30 00:00:00,23,32,27.2,86,2,1,3,360,1,N 
2005-12-31 00:00:00,23,32.6,26.9,78,2,5.8,5,270,1,SE
2006-01-01 00:00:00,23,33.6,26.8,82,2,6.6,5,360,2,N 
2006-01-02 00:00:00,22,32,25.5,86,49,5,4,360,1,S 
2006-01-03 00:00:00,23,33.6,25.7,86,14,6.6,9,360,2,N 
2006-01-04 00:00:00,23,32.4,26.8,83,52,7.4,4,135,1,N 
2006-01-05 00:00:00,23,32,26.7,84,4,5.4,3,135,1,N 
2006-01-06 00:00:00,22,32.6,26.6,85,6,4.7,3,270,1,N 
